Category,Price,Rating,Stock,Discount
,1476.0,,,1.0
B,5639.0,3.882058260924057,Out of Stock,14.0
B,7555.0,,In Stock,43.0
C,7720.0,1.0160041094225316,In Stock,43.0
C,1857.0,2.8763061330729176,In Stock,14.0
,2694.0,,,27.0
A,597.0,,In Stock,37.0
,4994.0,4.712620772500198,In Stock,13.0
,4663.0,,,32.0
,9916.0,4.661140347102414,,48.0
,8260.0,1.8190818614021276,,40.0
,3757.0,3.80679029501891,Out of Stock,48.0
,2300.0,,,
D,5602.0,4.58778375225685,In Stock,36.0
,8641.0,,Out of Stock,11.0
,5650.0,2.003756662264793,In Stock,17.0
,4392.0,,Out of Stock,33.0
,2079.0,1.503862719200471,Out of Stock,49.0
B,8740.0,1.7579877406222764,Out of Stock,37.0
D,4961.0,,,44.0
,9731.0,1.448890741467677,,46.0
,8185.0,2.5723488428103187,In Stock,41.0
,4167.0,,Out of Stock,
,483.0,,Out of Stock,12.0
A,688.0,,In Stock,3.0
D,220.0,,,33.0
,7578.0,,Out of Stock,15.0
,4155.0,,,28.0
A,4431.0,,Out of Stock,23.0
,7386.0,4.240952422999148,Out of Stock,38.0
,,2.3087029082546846,Out of Stock,21.0
,8911.0,,Out of Stock,
,2287.0,3.138240023441268,In Stock,7.0
D,8128.0,2.071935100772471,In Stock,24.0
,9889.0,1.6109558213582051,In Stock,49.0
,430.0,1.9351377314426248,In Stock,
A,866.0,3.1798056248119595,,37.0
,6445.0,,In Stock,17.0
,7879.0,3.2193735835481476,,26.0
,4269.0,2.736506752748401,In Stock,36.0
B,5140.0,2.447585241902818,Out of Stock,17.0
D,2792.0,3.5949488586972147,In Stock,24.0
,4116.0,,Out of Stock,40.0
,7039.0,,Out of Stock,21.0
,660.0,3.7342282834830467,,
,9574.0,,,35.0
,,3.320700714822716,Out of Stock,49.0
,8136.0,2.0856969256601983,,
D,9895.0,1.941967631141332,In Stock,
,147.0,3.3370857650904133,Out of Stock,
A,3693.0,,In Stock,5.0
,1193.0,,,49.0
B,107.0,2.374994990160254,In Stock,
A,1151.0,4.488094881666713,In Stock,20.0
D,7682.0,1.9773698968656785,In Stock,23.0
,5337.0,1.6873672008186933,,4.0
,6710.0,,,33.0
C,,1.9389074371821362,Out of Stock,12.0
,3318.0,,Out of Stock,38.0
,993.0,,Out of Stock,34.0
,2756.0,,In Stock,0.0
,9565.0,1.5649651747793607,In Stock,11.0
,6186.0,,,
D,6702.0,,In Stock,
A,6258.0,,Out of Stock,8.0
,7678.0,4.201776541230988,Out of Stock,49.0
A,6001.0,,In Stock,47.0
D,5229.0,,Out of Stock,37.0
,533.0,,,
D,266.0,,In Stock,30.0
,5768.0,,Out of Stock,17.0
,6998.0,,In Stock,47.0
,9359.0,,In Stock,16.0
C,5375.0,2.392243710003453,Out of Stock,47.0
,6759.0,,Out of Stock,14.0
,3274.0,,Out of Stock,20.0
,6645.0,4.088651240797875,,
A,8139.0,,,33.0
,632.0,,,20.0
,1739.0,1.9667804501207962,In Stock,5.0
A,7484.0,3.3452162889901467,In Stock,40.0
,4104.0,4.009173790950409,,6.0
,246.0,1.3615630900811433,Out of Stock,45.0
,7176.0,3.402119150266997,,17.0
,8562.0,,,0.0
,6673.0,4.260866353759928,In Stock,32.0
,1755.0,4.550257773004424,In Stock,47.0
,6363.0,,Out of Stock,13.0
B,3370.0,,,48.0
A,4865.0,,,41.0
,6655.0,,In Stock,43.0
C,3584.0,1.667649336773783,,26.0
,7983.0,3.3766454980299714,Out of Stock,24.0
A,3592.0,3.7969776703120193,Out of Stock,35.0
A,887.0,3.998443339610503,Out of Stock,0.0
D,6341.0,3.562411989592447,Out of Stock,12.0
,9170.0,,Out of Stock,30.0
B,6566.0,,,39.0
D,7553.0,4.189326034817212,Out of Stock,16.0
B,9502.0,4.830796215227716,In Stock,49.0
C,6262.0,2.9579874744568877,Out of Stock,29.0
A,3507.0,,,
C,7487.0,,,9.0
,7556.0,,Out of Stock,19.0
,4370.0,2.8245322353319042,In Stock,24.0
,9091.0,2.169037207978164,In Stock,
C,3235.0,1.6284740844764531,Out of Stock,9.0
A,2969.0,2.0881156070612024,,23.0
B,9419.0,,In Stock,32.0
D,7158.0,4.549776811980338,,20.0
,4295.0,3.877895872662047,,
,558.0,,,23.0
,9337.0,,,13.0
A,5071.0,3.5504389050987912,,26.0
,1544.0,4.967522772571357,Out of Stock,3.0
,8858.0,4.613037193789057,In Stock,34.0
,1055.0,2.392375890109883,Out of Stock,10.0
A,3330.0,2.9223576661082267,In Stock,17.0
,6768.0,,In Stock,1.0
A,883.0,,Out of Stock,42.0
,2514.0,4.558071662944817,,40.0
,4778.0,4.37669173017693,Out of Stock,17.0
,1190.0,,Out of Stock,2.0
,9790.0,3.329885458571731,In Stock,23.0
,6743.0,2.71694487923501,,44.0
D,6481.0,3.807816377026811,Out of Stock,43.0
,6086.0,4.461496984061144,,2.0
A,4013.0,,Out of Stock,46.0
,7307.0,,,14.0
,2833.0,3.5406332530284472,Out of Stock,
,4851.0,4.555798743507353,,16.0
,5000.0,,Out of Stock,11.0
,863.0,,,30.0
D,4094.0,2.927543713075091,Out of Stock,
A,234.0,3.9572129827064617,In Stock,24.0
D,3931.0,,Out of Stock,34.0
,5700.0,,In Stock,36.0
,3748.0,,Out of Stock,28.0
,1531.0,2.1706912504362723,Out of Stock,1.0
,6687.0,,Out of Stock,
D,7598.0,,Out of Stock,27.0
,3730.0,1.3982812915855605,In Stock,0.0
,8578.0,,In Stock,48.0
B,954.0,3.1230736960330745,,20.0
,269.0,,Out of Stock,49.0
,7210.0,2.7649441263512013,Out of Stock,14.0
,9488.0,,In Stock,
,4506.0,,In Stock,41.0
C,3454.0,,,35.0
,3329.0,1.5169392101322807,Out of Stock,26.0
,8863.0,,Out of Stock,48.0
,7314.0,4.110628554116338,,
,9433.0,4.6801917117928085,Out of Stock,0.0
,9716.0,4.763732904886767,In Stock,41.0
D,5686.0,4.721427525804352,In Stock,24.0
,3787.0,4.803946500935852,In Stock,0.0
D,9256.0,,Out of Stock,8.0
,7343.0,,In Stock,
,5495.0,2.478120779918933,In Stock,47.0
,3217.0,,Out of Stock,8.0
,2583.0,4.964562503217159,Out of Stock,6.0
,9205.0,,In Stock,45.0
A,5153.0,,,29.0
B,4927.0,,Out of Stock,17.0
A,3874.0,3.266132410356098,,0.0
,9434.0,1.908790578678894,Out of Stock,3.0
B,9209.0,1.2855187439160929,,15.0
C,9543.0,,,36.0
C,3782.0,,In Stock,15.0
A,6808.0,3.5813497144954445,In Stock,49.0
,,,In Stock,7.0
D,1161.0,4.874558346923607,Out of Stock,30.0
C,175.0,3.746934376203901,,40.0
,8589.0,1.4155020277852812,In Stock,31.0
,4686.0,4.253306774035265,In Stock,5.0
A,4209.0,1.8401845299243051,In Stock,44.0
,2337.0,2.608383373223816,Out of Stock,
,9238.0,,,39.0
,4621.0,,In Stock,25.0
C,8447.0,4.526252556068596,Out of Stock,20.0
C,9601.0,1.232166248981582,Out of Stock,29.0
B,6512.0,2.0984687792976677,In Stock,34.0
,2763.0,,Out of Stock,41.0
B,6483.0,1.1300987495383437,Out of Stock,12.0
,6790.0,,,26.0
,2433.0,,In Stock,16.0
,9030.0,,,32.0
C,1956.0,4.9655795654160055,In Stock,31.0
B,4258.0,,In Stock,34.0
,2180.0,1.2768469999479182,Out of Stock,
C,3070.0,,Out of Stock,46.0
,2846.0,2.8778461725300266,Out of Stock,28.0
,5562.0,3.3132845156488995,In Stock,6.0
,894.0,,Out of Stock,2.0
,6742.0,,Out of Stock,11.0
C,4820.0,2.7722747646944583,In Stock,45.0
,6357.0,1.332268445433304,,5.0
,9197.0,3.5824623067576855,Out of Stock,35.0
B,7238.0,,In Stock,15.0
,445.0,3.744517987354808,Out of Stock,13.0
C,9252.0,,In Stock,
A,2963.0,,Out of Stock,6.0
,8269.0,,In Stock,44.0
C,7216.0,4.522072770322114,In Stock,38.0
,2558.0,,Out of Stock,1.0
A,6700.0,2.737587965062941,In Stock,42.0
,6750.0,4.138726945707358,Out of Stock,13.0
,6485.0,4.0032130126140135,,40.0
,8200.0,3.1024709886900377,,6.0
,4887.0,,Out of Stock,18.0
C,3247.0,,In Stock,44.0
,6760.0,,In Stock,6.0
,1112.0,,Out of Stock,34.0
D,4525.0,3.6058258212743315,,
,6324.0,2.590477282867536,Out of Stock,10.0
,6277.0,2.1242577299436696,In Stock,3.0
,1248.0,,Out of Stock,5.0
,4250.0,4.931942728451128,In Stock,30.0
D,5752.0,2.012980595337629,Out of Stock,4.0
D,4568.0,,In Stock,47.0
A,9098.0,2.8325898196314716,Out of Stock,41.0
,9687.0,3.589692129529706,,
,205.0,,Out of Stock,24.0
A,6309.0,3.6284531701228357,,44.0
,6277.0,,Out of Stock,5.0
A,3282.0,,,38.0
,4310.0,4.632801011948663,,2.0
B,4378.0,,Out of Stock,37.0
,,1.9471639847933115,In Stock,48.0
,3844.0,1.4014766513343226,,6.0
D,8324.0,,In Stock,3.0
,339.0,4.8643084212278564,,22.0
,7165.0,,Out of Stock,21.0
,3974.0,,In Stock,49.0
D,9534.0,1.4683507339973354,Out of Stock,3.0
A,4421.0,,In Stock,23.0
,3618.0,3.47640316737492,,15.0
,3791.0,2.8362483968342604,,20.0
,3411.0,,,27.0
C,9974.0,,Out of Stock,9.0
A,4767.0,1.6214079080969221,In Stock,30.0
C,3861.0,,In Stock,26.0
,5806.0,,Out of Stock,45.0
,4154.0,,Out of Stock,
D,4212.0,,,14.0
,7313.0,2.13818198723648,In Stock,23.0
A,2074.0,,,38.0
,4455.0,,,13.0
,7111.0,,Out of Stock,15.0
,976.0,,Out of Stock,12.0
,5329.0,,In Stock,28.0
C,2113.0,,Out of Stock,44.0
D,7866.0,4.453749925899485,Out of Stock,0.0
C,,,In Stock,30.0
,1671.0,3.3712212133750774,In Stock,7.0
A,6389.0,,,12.0
,3811.0,,In Stock,19.0
A,6578.0,2.8755560865102137,Out of Stock,37.0
,9150.0,2.169183072774504,Out of Stock,6.0
,9495.0,4.955271686385199,In Stock,36.0
,8630.0,,Out of Stock,7.0
,7368.0,2.2191062097861405,,23.0
,7906.0,,,
,9726.0,2.276803146052679,Out of Stock,20.0
D,7756.0,,,7.0
,478.0,1.411946367884406,In Stock,42.0
,1266.0,2.2583836133101833,Out of Stock,
,2320.0,,Out of Stock,39.0
,1254.0,1.3911238116800781,In Stock,24.0
,4299.0,,Out of Stock,35.0
,1912.0,,,41.0
B,6199.0,,Out of Stock,0.0
A,3563.0,3.515513302884387,Out of Stock,45.0
,354.0,2.627155679606655,,36.0
C,2812.0,3.5801570101153506,,0.0
,2492.0,2.0950121938691755,,16.0
,5238.0,,In Stock,45.0
,2415.0,,,18.0
,9611.0,4.910907093879079,Out of Stock,38.0
B,9877.0,2.4585776056534736,In Stock,37.0
B,4795.0,4.011203578614811,In Stock,16.0
,9563.0,3.9303132849351785,Out of Stock,38.0
,1155.0,4.052676327219432,,30.0
,948.0,,Out of Stock,39.0
B,6445.0,1.4593656000772106,Out of Stock,31.0
D,3650.0,4.831748595229658,In Stock,31.0
,,,,42.0
B,5167.0,4.250612728938442,In Stock,31.0
,2995.0,1.5503534621681139,In Stock,35.0
,6576.0,1.9043104635130694,Out of Stock,3.0
,5280.0,1.4978415133323137,,45.0
B,3394.0,2.8522899271350277,Out of Stock,11.0
,7171.0,2.5423082113855386,,4.0
,8124.0,,Out of Stock,40.0
,4239.0,,Out of Stock,8.0
,7593.0,3.220679722331297,Out of Stock,40.0
,4808.0,,Out of Stock,19.0
B,4802.0,,Out of Stock,31.0
,499.0,2.669893188515572,In Stock,25.0
,6524.0,,Out of Stock,15.0
D,4887.0,2.073943243443014,Out of Stock,26.0
C,2080.0,1.4009465285284022,In Stock,27.0
,5264.0,,In Stock,33.0
,7827.0,4.074116193013277,In Stock,42.0
D,8796.0,,Out of Stock,38.0
,6725.0,3.1199745800804,In Stock,41.0
,5427.0,1.776495519737039,Out of Stock,37.0
,4638.0,2.9204367254826558,In Stock,8.0
,3639.0,2.5827529064273245,Out of Stock,23.0
,4574.0,3.050368970333217,,9.0
,1407.0,2.691285206035733,In Stock,22.0
A,456.0,1.1065448356185934,Out of Stock,35.0
D,6904.0,,In Stock,17.0
,6654.0,,,45.0
A,1921.0,4.39901880719051,Out of Stock,43.0
,3073.0,,Out of Stock,35.0
,4766.0,3.0662308882415137,,41.0
,5055.0,,,44.0
,4057.0,2.707933553206199,Out of Stock,6.0
A,4419.0,3.8302556077829486,Out of Stock,29.0
B,,4.957640974612415,In Stock,38.0
,972.0,3.680316508840201,Out of Stock,27.0
,8857.0,4.4764862643914896,,47.0
,1899.0,4.97418195362562,Out of Stock,43.0
,9580.0,2.8445022346058857,,29.0
,,,Out of Stock,
D,4920.0,,In Stock,48.0
D,8035.0,4.801887865613869,Out of Stock,17.0
A,3038.0,1.2669635061988616,Out of Stock,20.0
B,2488.0,2.487798884076299,In Stock,47.0
,1728.0,,In Stock,19.0
,7812.0,4.034867968692456,Out of Stock,47.0
A,,3.94769020918727,In Stock,45.0
,9129.0,2.9521893180489918,,11.0
,2082.0,4.832265603171735,In Stock,8.0
A,8653.0,2.498077666924022,In Stock,31.0
,,4.381543961133898,Out of Stock,2.0
C,5393.0,,Out of Stock,6.0
,4370.0,4.441091619800163,In Stock,19.0
C,7216.0,,In Stock,47.0
,,,In Stock,8.0
D,4853.0,,Out of Stock,5.0
,2689.0,4.97075579521163,In Stock,44.0
,3549.0,2.3152495130005835,In Stock,38.0
,6708.0,,Out of Stock,48.0
C,,1.0719451971995788,Out of Stock,29.0
,803.0,,,1.0
B,2775.0,,In Stock,43.0
A,7601.0,2.8804799527058487,Out of Stock,26.0
,8754.0,3.146058946307494,Out of Stock,27.0
B,6942.0,,In Stock,1.0
,7795.0,,In Stock,12.0
,6884.0,,In Stock,29.0
,5381.0,,,44.0
,6580.0,,In Stock,47.0
A,4428.0,3.8560750035251656,,38.0
,4108.0,1.5356734797712095,In Stock,11.0
,1398.0,3.714923913702167,,14.0
B,3737.0,,,32.0
D,4896.0,3.426296226220652,Out of Stock,41.0
,7020.0,2.4493201498598203,In Stock,1.0
A,7050.0,,In Stock,43.0
,8105.0,4.633012375893091,,17.0
,7363.0,1.3210359812254517,,25.0
,7955.0,,Out of Stock,18.0
,6339.0,,Out of Stock,12.0
D,5412.0,4.188932115133442,Out of Stock,13.0
B,6329.0,,,17.0
,2176.0,,,43.0
,,,In Stock,1.0
A,6335.0,1.2347704238254806,,33.0
,2469.0,,In Stock,5.0
,4962.0,,In Stock,44.0
,669.0,3.801938051558787,In Stock,16.0
,2293.0,2.808331882720526,In Stock,15.0
,2996.0,,In Stock,32.0
,627.0,,,
,3266.0,4.6539796601288845,In Stock,8.0
,9372.0,1.7250157196868012,,
,6758.0,4.595721919683179,Out of Stock,7.0
,7708.0,,,45.0
,2608.0,,In Stock,6.0
,4192.0,,Out of Stock,47.0
,8274.0,,In Stock,25.0
,4603.0,1.836033677677475,,46.0
,3272.0,,Out of Stock,16.0
,2313.0,4.325053617702831,,5.0
D,9091.0,3.2964855144282375,Out of Stock,32.0
,3394.0,4.784424290869598,In Stock,14.0
C,6607.0,1.1893285927268162,,42.0
B,1329.0,3.9410357922533175,In Stock,31.0
,6010.0,,Out of Stock,23.0
C,5890.0,,In Stock,18.0
,7899.0,,In Stock,
,7827.0,,Out of Stock,34.0
,4015.0,,In Stock,13.0
,3766.0,1.736401119353229,In Stock,18.0
A,2056.0,1.5598049188040184,Out of Stock,
C,1551.0,3.9318825187515722,Out of Stock,23.0
,1086.0,2.68062828282201,,1.0
,2782.0,,,5.0
C,9290.0,1.2230012577772382,In Stock,22.0
D,1505.0,,Out of Stock,0.0
D,9351.0,4.316931621935204,In Stock,4.0
A,7302.0,,,24.0
C,579.0,,In Stock,5.0
A,7977.0,2.585101833971094,In Stock,40.0
,1406.0,,Out of Stock,
C,4607.0,,,35.0
D,7891.0,,,33.0
,875.0,,,9.0
,6671.0,4.103624841418918,In Stock,28.0
,9812.0,4.416740144207193,Out of Stock,7.0
,5425.0,4.056073007942469,In Stock,37.0
B,8594.0,4.7473263540986315,Out of Stock,9.0
A,9792.0,,Out of Stock,43.0
,8653.0,,In Stock,29.0
A,2896.0,4.203366830243058,In Stock,41.0
,8471.0,2.5959912672330936,Out of Stock,
C,8417.0,4.97662740396623,Out of Stock,16.0
,3992.0,,Out of Stock,30.0
,7824.0,,In Stock,45.0
,2132.0,3.870023224517174,In Stock,3.0
A,5148.0,1.8996701786254295,In Stock,35.0
B,8673.0,,In Stock,15.0
D,2989.0,1.5733301060384242,,46.0
,6858.0,,In Stock,15.0
,9472.0,3.4014981222418914,,19.0
,6373.0,1.8521640366050742,Out of Stock,32.0
C,4088.0,2.866185077388362,Out of Stock,0.0
,1812.0,,In Stock,11.0
B,3928.0,4.617921208612524,Out of Stock,
,4184.0,3.835634527689058,In Stock,32.0
C,4537.0,,,21.0
,3728.0,1.7218611661906174,In Stock,15.0
,7788.0,,Out of Stock,
,4043.0,,,8.0
,,4.991689677841563,Out of Stock,33.0
,2831.0,4.179234542305398,Out of Stock,26.0
D,2491.0,4.851697780465447,In Stock,
D,8566.0,,Out of Stock,20.0
,3920.0,,Out of Stock,0.0
,4623.0,1.4464307674915853,,44.0
C,8806.0,,Out of Stock,19.0
D,9489.0,,,28.0
,4242.0,2.336335046964516,In Stock,5.0
,412.0,,Out of Stock,4.0
B,8716.0,,,2.0
,3740.0,,,19.0
,8395.0,1.7295329750907107,In Stock,9.0
,6074.0,,,43.0
,8761.0,3.9761329443965825,Out of Stock,48.0
,8892.0,1.9684476550390726,In Stock,2.0
,7146.0,1.8690749066115773,,28.0
,7855.0,4.905623717518926,In Stock,21.0
,7786.0,,,39.0
C,2814.0,,Out of Stock,32.0
,4889.0,,In Stock,49.0
,3020.0,3.1959755577066677,,12.0
B,,,In Stock,4.0
,6620.0,3.8656566103191996,Out of Stock,15.0
C,7418.0,4.765177444943272,,
D,7054.0,1.7318946524918588,,4.0
,6159.0,2.9652777465564526,In Stock,36.0
,5620.0,4.964882949156097,,41.0
,9110.0,1.9469020586342087,,25.0
,5804.0,,,21.0
C,9638.0,2.4844490643164896,Out of Stock,17.0
,6113.0,2.3282597299635484,,25.0
C,7330.0,1.2545954289861014,,41.0
,9447.0,,Out of Stock,
,279.0,2.070655577978851,In Stock,3.0
,3110.0,,,14.0
D,5217.0,4.83169109273329,Out of Stock,24.0
,7966.0,1.4861708250108747,,6.0
,2041.0,,In Stock,30.0
C,8564.0,3.7825261772369867,In Stock,34.0
B,8633.0,,Out of Stock,1.0
,6122.0,2.87301676761888,,20.0
,8025.0,,Out of Stock,1.0
,8356.0,3.339502304920028,,31.0
,582.0,,Out of Stock,44.0
A,5272.0,,,26.0
,9480.0,,Out of Stock,7.0
C,5191.0,,In Stock,17.0
,6365.0,,Out of Stock,10.0
,3440.0,,,
,2122.0,,Out of Stock,32.0
B,8225.0,3.170459498500998,,35.0
,5365.0,3.4197500888188475,In Stock,
,5131.0,,In Stock,33.0
,4238.0,4.9084426419865945,Out of Stock,5.0
,8113.0,3.596360423990438,Out of Stock,6.0
,5813.0,,Out of Stock,49.0
,2512.0,2.4212312303242096,Out of Stock,0.0
,7929.0,,Out of Stock,33.0
A,8567.0,,Out of Stock,17.0
C,4939.0,2.8041111070461184,In Stock,46.0
A,5317.0,3.194122133459595,In Stock,5.0
A,8583.0,,,39.0
,5010.0,3.4171487031877654,In Stock,9.0
,2795.0,4.005626004733396,Out of Stock,49.0
,7491.0,,,41.0
,7310.0,,Out of Stock,18.0
,2779.0,4.8790768331057865,In Stock,29.0
,175.0,2.787663748716072,,9.0
,549.0,4.503815579135267,In Stock,19.0
A,3800.0,,Out of Stock,22.0
A,3755.0,,,28.0
,875.0,,,33.0
,2949.0,2.6849612943221444,In Stock,39.0
B,3714.0,3.61442878225602,Out of Stock,
A,8787.0,2.768524323302727,In Stock,23.0
D,9250.0,,Out of Stock,31.0
C,9007.0,4.094627906154061,In Stock,15.0
A,7034.0,,,46.0
,9700.0,,Out of Stock,5.0
C,136.0,4.919616415138267,In Stock,12.0
,4624.0,4.04307046637981,,39.0
C,5942.0,,In Stock,15.0
C,5784.0,1.6558916631053604,,23.0
,5959.0,,,29.0
,9876.0,4.464337484595685,Out of Stock,45.0
D,1624.0,,In Stock,43.0
C,,,,2.0
,5214.0,,,29.0
,971.0,,In Stock,37.0
,1394.0,4.091212303481386,,32.0
A,8714.0,3.0262115966906347,,4.0
,7972.0,4.651695663375122,,
,1975.0,4.295867105054581,Out of Stock,14.0
,925.0,4.832030707549048,,29.0
,1333.0,3.879098550549604,,38.0
,7424.0,,,28.0
,8544.0,,,30.0
,4378.0,,In Stock,49.0
,1617.0,,,28.0
A,4373.0,2.0288041687018357,In Stock,
A,550.0,1.799935831325174,In Stock,33.0
B,1586.0,4.568139876601164,Out of Stock,9.0
,8115.0,,Out of Stock,21.0
,1997.0,2.049743202288102,,46.0
B,2461.0,,Out of Stock,18.0
,,,Out of Stock,39.0
,399.0,1.4886483544988405,,23.0
,1220.0,4.017838531902019,,47.0
,1730.0,,Out of Stock,19.0
,2544.0,,,32.0
,9357.0,4.275166061892503,Out of Stock,45.0
B,8415.0,1.1741416354250123,,41.0
,2581.0,3.4978103705068744,In Stock,4.0
,9679.0,3.1817283016984783,,2.0
,6790.0,,Out of Stock,42.0
C,9911.0,4.492138043762864,In Stock,46.0
,3605.0,,In Stock,44.0
,5157.0,4.3690044697722605,,32.0
D,341.0,1.8995081191227787,,49.0
,9367.0,3.1070965597628604,,18.0
C,9521.0,,In Stock,7.0
,7816.0,3.664310141912186,In Stock,4.0
,4019.0,1.273648374790303,Out of Stock,0.0
,2699.0,2.1570238482972237,Out of Stock,17.0
B,1092.0,,,26.0
,5404.0,4.094628652614415,Out of Stock,16.0
B,981.0,,Out of Stock,14.0
,5067.0,,In Stock,33.0
,7141.0,3.5638902312773926,Out of Stock,2.0
,6885.0,2.849545733558644,In Stock,48.0
,9776.0,3.941481827446932,In Stock,21.0
B,8107.0,2.7839357608924025,,39.0
,2658.0,2.237099802352305,,
B,2041.0,,In Stock,40.0
,,,Out of Stock,41.0
C,9666.0,,,20.0
A,4313.0,4.973084085709226,,10.0
B,8865.0,,Out of Stock,1.0
,8835.0,,,22.0
D,5511.0,1.6928100984426524,In Stock,39.0
,7994.0,,Out of Stock,15.0
A,8751.0,2.5777967557102457,,46.0
,8471.0,4.867951700092061,,14.0
,7769.0,,Out of Stock,7.0
,4607.0,,In Stock,49.0
,6037.0,3.478458162388022,,49.0
B,1706.0,,Out of Stock,30.0
C,9855.0,,,31.0
,5647.0,4.755885017706286,,25.0
A,3191.0,,In Stock,36.0
C,7637.0,,,
,7393.0,,,31.0
,2356.0,,In Stock,14.0
,4639.0,,,1.0
,5654.0,1.5877093863865746,In Stock,5.0
,5148.0,,,32.0
,1729.0,3.9726595455374225,In Stock,31.0
,6617.0,,,34.0
,2124.0,,,31.0
,4154.0,4.980225894593568,In Stock,19.0
,6627.0,,Out of Stock,2.0
D,758.0,2.2109742124352594,,46.0
,7436.0,1.15661858870047,,20.0
,5774.0,,,47.0
,6923.0,4.2097091024658,In Stock,10.0
,6808.0,,In Stock,19.0
C,3779.0,1.1131370873027748,,30.0
D,9354.0,3.489575723985042,Out of Stock,25.0
,5193.0,,,6.0
,279.0,4.861383483579063,Out of Stock,16.0
,7119.0,4.997817693458396,Out of Stock,18.0
,4367.0,1.6610169219929491,,17.0
D,939.0,2.578323867647969,Out of Stock,42.0
D,4746.0,,,21.0
,5158.0,3.464315531578668,Out of Stock,39.0
B,8931.0,4.733551256755471,,8.0
,7005.0,,,43.0
,9611.0,,Out of Stock,17.0
,6115.0,4.807073454616319,Out of Stock,49.0
B,6062.0,,Out of Stock,9.0
,470.0,4.143327281459088,Out of Stock,3.0
D,1725.0,2.659357104571012,In Stock,26.0
,7227.0,1.239725204572319,In Stock,2.0
D,5541.0,2.4089653594959914,,34.0
B,2136.0,4.131789561638918,Out of Stock,6.0
,8115.0,2.6582877081020193,In Stock,19.0
B,2257.0,4.308891136953047,Out of Stock,
B,6816.0,,In Stock,
,6093.0,1.7632229292894617,In Stock,27.0
,6285.0,1.67199244863545,,12.0
C,4724.0,,Out of Stock,35.0
C,5237.0,3.2180716861950796,,33.0
,4027.0,4.94149057808672,Out of Stock,38.0
,144.0,2.687356240354497,,31.0
,4155.0,3.455960727282021,,27.0
,2261.0,,,13.0
C,2396.0,2.9057578305433585,Out of Stock,6.0
,2107.0,,In Stock,
B,7482.0,,Out of Stock,26.0
A,1595.0,4.544642464196663,Out of Stock,23.0
,2585.0,1.3559297228530962,,5.0
,,,In Stock,25.0
B,2443.0,4.444350795507535,In Stock,27.0
,3541.0,,,0.0
,9439.0,,In Stock,49.0
C,6099.0,,Out of Stock,35.0
,3051.0,,In Stock,27.0
,7859.0,,,45.0
B,8007.0,,In Stock,14.0
,8982.0,4.8344917132396965,In Stock,46.0
,6997.0,4.663413628491317,Out of Stock,33.0
,4886.0,1.2904900512900341,In Stock,22.0
B,1101.0,3.2450944478750494,Out of Stock,42.0
,7087.0,2.5804528909045716,Out of Stock,
A,4989.0,,Out of Stock,9.0
B,3214.0,,In Stock,13.0
,1708.0,3.520292125634015,Out of Stock,31.0
,2085.0,,,49.0
,2449.0,,In Stock,46.0
B,6655.0,,Out of Stock,46.0
B,8720.0,,,40.0
D,8823.0,2.8330915256321045,Out of Stock,33.0
,9669.0,,In Stock,27.0
,8928.0,,In Stock,22.0
C,3566.0,,,6.0
B,8529.0,2.6540886767063157,,27.0
,5401.0,,Out of Stock,13.0
,8545.0,4.808524810989314,Out of Stock,9.0
,4399.0,3.2889852578771603,Out of Stock,38.0
D,1672.0,1.044674854842429,Out of Stock,4.0
,2460.0,,,8.0
B,,,Out of Stock,37.0
A,7422.0,3.4093226594732244,,
C,9341.0,3.8028267178081947,In Stock,15.0
B,8003.0,,In Stock,5.0
,4234.0,,In Stock,43.0
,8860.0,3.2057374893979245,,27.0
C,6733.0,,Out of Stock,37.0
,3570.0,3.1300901730797275,Out of Stock,34.0
,4020.0,,In Stock,17.0
C,6836.0,2.9146062714870578,In Stock,17.0
,548.0,,In Stock,0.0
C,8762.0,2.5650744383464463,,17.0
A,4167.0,2.4320364281041256,Out of Stock,22.0
A,5027.0,,In Stock,30.0
,2526.0,3.3033253465562367,In Stock,36.0
D,5321.0,4.569445744632535,,1.0
,2052.0,3.6141386092916687,,39.0
,3436.0,,Out of Stock,19.0
,5443.0,,In Stock,5.0
C,7630.0,3.475272523514235,In Stock,0.0
,4494.0,,In Stock,1.0
,7813.0,3.8353383364262648,In Stock,
,4924.0,1.092177476923589,Out of Stock,2.0
,324.0,3.047374213366698,In Stock,38.0
C,5355.0,,,21.0
,2555.0,1.0313468947118203,,
A,5949.0,4.894479166224331,,26.0
,2954.0,2.500193531053772,In Stock,15.0
,2770.0,1.8117839654820425,Out of Stock,45.0
B,9487.0,2.0258314909092343,,15.0
,5901.0,3.939403290736182,Out of Stock,31.0
,6068.0,,Out of Stock,38.0
D,2424.0,4.716295222880507,In Stock,49.0
,8598.0,,,27.0
,2313.0,4.312296928298088,Out of Stock,42.0
,1923.0,,,21.0
,7892.0,,,42.0
,3796.0,,Out of Stock,10.0
,6807.0,4.195967581867553,In Stock,9.0
C,6671.0,,Out of Stock,27.0
,9874.0,3.8818284083467964,,5.0
D,9847.0,3.6676485548287947,Out of Stock,49.0
B,843.0,2.752754219152913,Out of Stock,48.0
,,,,0.0
B,7421.0,,Out of Stock,32.0
A,5709.0,,,48.0
,3561.0,3.3932915549834375,In Stock,
,8954.0,2.532678620161639,,44.0
A,7779.0,,In Stock,29.0
