satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Loyal Customer,44,Personal Travel,Eco Plus,2329,1,2,1,3,5,1,1,5,2,3,3,4,4,5,0,0.0
satisfied,Loyal Customer,13,Personal Travel,Eco Plus,1992,4,4,4,4,2,4,5,2,2,4,4,1,2,1,0,0.0
satisfied,Loyal Customer,64,Personal Travel,Eco Plus,679,4,4,4,4,2,4,4,4,4,4,4,2,4,4,0,0.0
dissatisfied,Loyal Customer,38,Personal Travel,Eco,1557,1,2,1,3,4,1,4,4,2,4,3,1,4,4,0,0.0
dissatisfied,Loyal Customer,48,Personal Travel,Eco,1677,1,2,1,3,3,1,3,3,2,5,2,1,2,3,0,0.0
satisfied,Loyal Customer,37,Personal Travel,Eco Plus,2150,4,4,4,4,1,4,4,1,3,4,5,3,4,1,0,0.0
dissatisfied,Loyal Customer,17,Personal Travel,Eco Plus,1482,1,2,1,3,4,1,3,4,2,1,4,1,4,4,9,1.0
dissatisfied,Loyal Customer,69,Personal Travel,Eco,2236,1,2,1,3,2,1,3,2,4,3,3,4,3,2,50,36.0
dissatisfied,Loyal Customer,70,Personal Travel,Business,637,1,2,1,3,4,3,3,1,1,1,1,3,1,4,0,0.0
satisfied,Loyal Customer,7,Personal Travel,Eco Plus,2086,4,4,4,4,5,4,5,2,2,4,2,3,2,5,0,0.0
satisfied,Loyal Customer,18,Personal Travel,Eco,1487,4,4,4,4,2,4,2,2,2,4,2,3,4,2,10,5.0
satisfied,Loyal Customer,32,Personal Travel,Eco,2038,4,4,4,4,3,4,4,2,2,4,3,3,2,4,6,1.0
satisfied,Loyal Customer,58,Personal Travel,Eco,633,4,4,4,4,2,4,2,2,2,4,4,4,4,2,0,0.0
satisfied,Loyal Customer,61,Personal Travel,Eco,628,4,4,4,4,5,4,1,5,1,2,4,5,5,5,0,0.0
satisfied,Loyal Customer,52,Personal Travel,Eco,629,4,4,4,4,2,5,5,3,3,4,3,5,3,3,4,0.0
dissatisfied,Loyal Customer,19,Personal Travel,Eco,2181,1,2,1,3,2,1,2,2,3,4,4,4,3,2,0,0.0
dissatisfied,Loyal Customer,37,Personal Travel,Eco,1980,1,2,1,3,4,1,1,4,2,2,1,4,3,4,0,2.0
dissatisfied,Loyal Customer,8,Personal Travel,Eco,1534,1,2,1,3,4,1,4,4,3,3,3,3,4,4,0,0.0
satisfied,Loyal Customer,57,Personal Travel,Eco,604,4,4,4,4,2,4,2,2,4,2,5,3,4,2,0,0.0
satisfied,Loyal Customer,45,Personal Travel,Eco,614,4,4,4,4,2,3,5,3,3,4,3,2,3,1,3,4.0
satisfied,Loyal Customer,61,Personal Travel,Eco,605,4,4,4,4,5,4,5,5,2,2,4,4,4,5,0,0.0
dissatisfied,Loyal Customer,47,Personal Travel,Eco,1396,1,2,1,3,4,1,4,4,1,1,4,4,4,4,17,
satisfied,Loyal Customer,11,Personal Travel,Eco,1754,4,4,4,4,1,3,3,1,1,4,1,2,1,4,11,0.0
satisfied,Loyal Customer,57,Personal Travel,Eco,563,4,4,4,4,5,4,5,5,4,2,5,4,4,5,0,0.0
satisfied,Loyal Customer,44,Personal Travel,Eco,576,4,4,4,4,2,4,3,1,1,4,1,4,1,4,30,53.0
satisfied,Loyal Customer,46,Personal Travel,Eco,598,4,4,4,4,5,4,5,5,4,4,4,4,4,5,16,15.0
satisfied,Loyal Customer,9,Personal Travel,Eco,2215,4,4,4,4,3,4,3,3,4,5,2,5,3,3,0,0.0
dissatisfied,Loyal Customer,9,Personal Travel,Eco,2187,1,2,1,3,4,1,4,4,4,3,4,4,4,4,0,0.0
satisfied,Loyal Customer,41,Personal Travel,Eco Plus,549,4,4,4,4,5,4,5,3,3,4,3,4,3,4,38,34.0
satisfied,Loyal Customer,44,Personal Travel,Eco,546,4,4,4,5,4,4,2,4,4,4,4,3,4,4,0,0.0
dissatisfied,Loyal Customer,29,Personal Travel,Eco,1814,1,2,1,3,3,1,3,3,4,5,4,4,4,3,0,0.0
dissatisfied,Loyal Customer,59,Personal Travel,Eco,1701,1,2,1,3,2,1,2,2,1,3,3,2,3,2,0,0.0
satisfied,Loyal Customer,31,Personal Travel,Eco Plus,1626,4,4,4,5,3,4,3,3,5,5,3,5,4,3,0,0.0
satisfied,Loyal Customer,58,Personal Travel,Business,556,4,4,4,5,1,4,1,1,3,2,5,5,4,1,0,0.0
dissatisfied,Loyal Customer,51,Personal Travel,Eco,2053,1,2,1,3,1,1,1,1,2,4,4,1,3,1,9,10.0
dissatisfied,Loyal Customer,54,Personal Travel,Eco Plus,1661,1,2,1,3,1,1,1,1,3,3,2,3,3,1,0,0.0
satisfied,Loyal Customer,69,Personal Travel,Eco,493,4,4,4,5,3,4,4,3,3,4,3,4,3,3,119,124.0
dissatisfied,Loyal Customer,45,Personal Travel,Eco,1541,1,2,1,3,5,1,5,5,3,3,3,2,3,5,0,0.0
dissatisfied,Loyal Customer,69,Personal Travel,Eco,1497,1,2,1,3,3,1,3,3,2,3,4,4,4,3,0,3.0
satisfied,Loyal Customer,67,Personal Travel,Eco,495,4,4,4,5,1,4,1,1,4,2,4,5,4,1,32,21.0
satisfied,Loyal Customer,60,Personal Travel,Eco,482,4,4,4,5,4,4,5,4,3,5,5,5,4,4,0,2.0
dissatisfied,Loyal Customer,37,Personal Travel,Eco,1720,1,2,1,3,3,1,3,3,3,5,4,3,4,3,110,112.0
satisfied,Loyal Customer,27,Personal Travel,Business,2272,4,4,4,5,3,4,3,3,3,3,4,3,4,3,0,0.0
dissatisfied,Loyal Customer,57,Personal Travel,Eco,2020,1,2,1,3,5,1,5,5,3,3,3,4,3,5,0,14.0
satisfied,Loyal Customer,36,Personal Travel,Eco,2045,4,4,4,5,4,4,5,5,5,4,5,5,5,4,0,0.0
satisfied,Loyal Customer,25,Personal Travel,Eco Plus,1745,4,4,4,5,5,4,4,4,4,4,4,4,4,3,21,30.0
satisfied,Loyal Customer,65,Personal Travel,Eco,497,4,4,4,5,4,4,5,1,1,4,1,3,1,5,38,35.0
satisfied,Loyal Customer,55,Personal Travel,Eco,478,4,4,4,5,5,4,5,5,4,2,5,5,5,5,3,0.0
dissatisfied,Loyal Customer,40,Personal Travel,Eco,1879,1,2,1,3,1,1,1,1,1,1,3,3,4,1,105,96.0
dissatisfied,Loyal Customer,35,Personal Travel,Eco,1608,1,2,1,3,3,1,3,3,3,1,3,3,4,3,0,1.0
dissatisfied,Loyal Customer,70,Personal Travel,Eco,1078,1,2,1,3,5,1,1,5,2,1,2,2,2,5,0,0.0
dissatisfied,Loyal Customer,48,Personal Travel,Eco,1818,1,2,1,3,5,1,5,5,1,5,4,1,3,5,0,0.0
satisfied,Loyal Customer,21,Personal Travel,Eco Plus,1991,4,4,4,5,3,5,5,5,5,4,5,5,5,5,0,0.0
satisfied,Loyal Customer,14,Personal Travel,Eco,1604,4,4,4,5,4,4,4,4,5,3,4,5,5,4,72,81.0
dissatisfied,Loyal Customer,20,Personal Travel,Business,1498,1,2,1,3,3,1,3,3,2,1,4,2,3,3,19,22.0
dissatisfied,Loyal Customer,21,Personal Travel,Business,1807,1,2,1,3,3,1,3,3,1,5,3,2,3,3,0,0.0
satisfied,Loyal Customer,48,Personal Travel,Eco,440,4,4,5,1,2,5,2,2,5,5,3,3,4,2,0,0.0
satisfied,Loyal Customer,70,Personal Travel,Eco,433,4,4,5,1,3,4,4,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,29,Personal Travel,Eco,1735,4,4,5,1,3,5,3,3,4,5,4,5,4,3,0,0.0
satisfied,Loyal Customer,43,Personal Travel,Eco Plus,410,4,4,5,1,1,5,1,1,3,2,5,5,4,1,0,0.0
dissatisfied,Loyal Customer,68,Personal Travel,Eco,2035,1,2,1,3,3,1,3,3,4,2,4,1,3,3,0,0.0
satisfied,Loyal Customer,11,Personal Travel,Eco,1399,4,4,5,1,5,5,5,5,3,3,4,3,4,5,0,0.0
satisfied,Loyal Customer,32,Personal Travel,Eco,2262,4,4,5,1,4,5,4,4,3,5,5,5,5,4,0,1.0
satisfied,Loyal Customer,43,Personal Travel,Eco,447,4,4,5,2,2,5,2,2,4,5,5,5,4,2,0,0.0
dissatisfied,Loyal Customer,45,Personal Travel,Eco,1740,1,2,1,3,1,1,1,1,4,3,4,1,3,1,0,0.0
dissatisfied,Loyal Customer,26,Personal Travel,Eco,2034,1,2,1,3,5,1,3,5,1,1,4,2,4,5,4,9.0
satisfied,Loyal Customer,34,Personal Travel,Eco Plus,1288,4,4,5,2,3,5,3,3,3,2,4,5,4,3,0,0.0
satisfied,Loyal Customer,54,Personal Travel,Eco,396,4,4,5,3,5,5,5,5,4,3,4,4,5,5,13,3.0
satisfied,Loyal Customer,57,Personal Travel,Eco Plus,403,4,4,5,3,3,5,3,3,4,3,5,3,4,3,0,0.0
dissatisfied,Loyal Customer,20,Personal Travel,Eco,2063,1,2,1,3,3,1,3,3,2,3,3,3,3,3,85,75.0
dissatisfied,Loyal Customer,9,Personal Travel,Eco,1581,1,2,1,3,4,1,4,4,4,5,2,2,3,4,1,0.0
satisfied,Loyal Customer,12,Personal Travel,Eco,1508,4,4,5,4,1,5,4,1,5,2,4,3,5,1,2,23.0
dissatisfied,Loyal Customer,24,Personal Travel,Eco,1890,1,2,1,3,5,1,5,5,3,3,3,4,4,5,40,37.0
satisfied,Loyal Customer,10,Personal Travel,Eco,1512,4,4,5,4,5,5,5,5,4,3,4,1,4,5,0,0.0
dissatisfied,Loyal Customer,35,Personal Travel,Eco,1730,1,2,1,3,3,1,1,3,1,4,2,2,2,3,0,0.0
dissatisfied,Loyal Customer,47,Personal Travel,Eco,1938,1,2,1,3,5,1,5,5,1,2,4,3,4,5,0,0.0
dissatisfied,Loyal Customer,39,Personal Travel,Eco,1533,1,2,1,3,3,1,3,3,3,3,4,2,4,3,0,0.0
dissatisfied,Loyal Customer,16,Personal Travel,Eco Plus,1724,1,2,1,3,1,1,1,1,3,1,3,2,2,1,0,0.0
satisfied,Loyal Customer,15,Personal Travel,Eco,1991,4,5,0,1,2,0,5,2,3,4,4,4,5,2,14,12.0
satisfied,Loyal Customer,35,Personal Travel,Eco,1370,4,5,0,3,4,5,5,3,3,0,3,5,3,3,0,3.0
satisfied,Loyal Customer,10,Personal Travel,Eco,1878,4,5,0,4,2,0,2,2,1,4,4,2,3,2,0,0.0
dissatisfied,Loyal Customer,46,Personal Travel,Eco,1778,1,2,1,3,2,1,2,2,2,3,3,4,3,2,6,0.0
satisfied,Loyal Customer,39,Personal Travel,Eco,2188,4,5,0,5,2,2,2,4,4,0,4,2,4,3,0,0.0
dissatisfied,Loyal Customer,32,Personal Travel,Business,1689,1,2,1,3,3,1,3,3,4,4,4,3,4,3,0,0.0
satisfied,Loyal Customer,55,Personal Travel,Eco,356,4,5,1,4,3,4,3,4,4,1,4,2,4,5,0,0.0
dissatisfied,Loyal Customer,9,Personal Travel,Eco Plus,1692,1,2,1,3,5,1,5,5,4,3,3,2,3,5,0,0.0
satisfied,Loyal Customer,11,Personal Travel,Eco,968,4,5,2,2,4,5,5,5,5,2,5,3,5,5,18,13.0
satisfied,Loyal Customer,18,Personal Travel,Eco Plus,1957,4,5,2,3,5,2,5,5,1,1,4,1,1,5,0,6.0
dissatisfied,Loyal Customer,34,Personal Travel,Eco,1254,1,2,1,3,1,1,5,1,2,1,2,2,2,1,15,0.0
dissatisfied,Loyal Customer,38,Personal Travel,Eco,2084,1,2,1,3,4,1,1,4,4,2,4,2,4,4,0,0.0
satisfied,Loyal Customer,13,Personal Travel,Eco,1467,4,5,3,1,1,3,1,1,5,3,5,4,4,1,0,0.0
satisfied,Loyal Customer,66,Personal Travel,Eco,332,4,5,3,1,3,3,2,3,3,5,5,5,4,3,0,0.0
dissatisfied,Loyal Customer,68,Personal Travel,Eco,1845,1,2,1,3,3,1,3,3,1,1,4,4,3,3,0,0.0
satisfied,Loyal Customer,21,Personal Travel,Eco,2131,4,5,3,3,4,5,4,3,3,3,5,4,3,4,0,0.0
dissatisfied,Loyal Customer,10,Personal Travel,Eco,2092,1,2,1,3,4,1,4,4,4,3,3,4,4,4,2,10.0
dissatisfied,Loyal Customer,37,Personal Travel,Eco,1138,1,2,1,3,4,1,4,4,1,2,4,2,4,4,0,0.0
dissatisfied,Loyal Customer,35,Personal Travel,Eco Plus,1853,1,2,1,3,4,1,4,4,2,2,3,4,4,4,5,18.0
dissatisfied,Loyal Customer,43,Personal Travel,Eco,2083,1,2,1,3,1,1,2,1,1,4,4,4,4,1,0,0.0
dissatisfied,Loyal Customer,27,Personal Travel,Eco,2082,1,2,1,3,3,1,1,3,4,5,2,4,2,3,11,5.0
dissatisfied,Loyal Customer,21,Personal Travel,Eco Plus,1929,1,2,1,3,1,1,1,1,1,2,2,1,3,1,0,0.0
dissatisfied,Loyal Customer,26,Personal Travel,Eco,1474,1,2,1,3,4,1,4,4,2,2,3,2,2,4,0,0.0
satisfied,Loyal Customer,44,Personal Travel,Eco,297,4,5,3,4,3,1,2,5,5,3,5,3,5,2,0,0.0
satisfied,Loyal Customer,19,Personal Travel,Eco,1952,4,5,3,5,4,3,4,4,3,5,5,5,4,4,0,0.0
dissatisfied,Loyal Customer,16,Personal Travel,Eco,1945,1,2,1,3,3,1,3,3,1,1,4,2,3,3,0,0.0
dissatisfied,Loyal Customer,7,Personal Travel,Eco,2187,1,2,1,3,2,1,2,2,2,4,4,3,4,2,122,118.0
satisfied,Loyal Customer,47,Personal Travel,Eco,309,4,5,3,5,3,4,4,2,2,3,1,4,2,5,0,0.0
dissatisfied,Loyal Customer,30,Personal Travel,Business,1618,1,2,1,3,2,1,2,2,3,5,4,3,3,2,23,37.0
dissatisfied,Loyal Customer,50,Personal Travel,Eco,1252,1,2,1,3,5,1,5,5,3,4,4,1,3,5,0,4.0
satisfied,Loyal Customer,41,Personal Travel,Eco Plus,284,4,5,4,1,3,4,3,3,5,4,3,4,4,3,0,0.0
dissatisfied,Loyal Customer,32,Personal Travel,Eco,1375,1,2,1,3,3,1,3,3,3,4,3,4,3,3,6,40.0
satisfied,Loyal Customer,59,Personal Travel,Eco,282,4,5,4,1,1,4,1,1,3,1,3,2,5,1,0,0.0
dissatisfied,Loyal Customer,67,Personal Travel,Eco,1785,1,2,1,3,4,1,3,4,2,3,4,4,4,4,74,91.0
dissatisfied,Loyal Customer,14,Personal Travel,Eco,1853,1,2,1,3,4,1,4,4,1,2,2,1,2,4,0,0.0
satisfied,Loyal Customer,38,Personal Travel,Eco,1643,4,5,4,1,3,4,5,3,3,4,3,5,3,4,0,39.0
dissatisfied,Loyal Customer,60,Personal Travel,Eco,1269,1,2,1,3,4,1,5,4,2,4,3,2,2,4,43,42.0
satisfied,Loyal Customer,29,Personal Travel,Eco,1103,4,5,4,1,4,4,4,4,5,4,3,5,5,4,0,0.0
dissatisfied,Loyal Customer,48,Personal Travel,Business,254,1,2,1,3,2,3,3,4,4,1,4,4,4,3,2,5.0
satisfied,Loyal Customer,63,Personal Travel,Eco Plus,248,4,5,4,1,2,4,2,2,3,3,5,4,5,2,0,0.0
dissatisfied,Loyal Customer,10,Personal Travel,Eco,1228,1,2,1,3,5,1,5,5,3,5,4,4,5,5,25,24.0
satisfied,Loyal Customer,54,Personal Travel,Eco,256,4,5,4,1,5,5,4,5,5,4,2,5,5,5,26,19.0
dissatisfied,Loyal Customer,28,Personal Travel,Eco,1128,1,2,1,3,5,1,5,5,1,5,2,4,2,5,59,54.0
satisfied,Loyal Customer,65,Personal Travel,Eco,217,4,5,4,1,4,3,4,4,4,4,4,4,4,2,0,0.0
dissatisfied,Loyal Customer,39,Personal Travel,Eco Plus,1517,1,2,1,3,2,1,2,2,2,5,3,2,4,2,0,0.0
satisfied,Loyal Customer,18,Personal Travel,Eco Plus,1261,4,5,4,1,4,4,4,4,5,3,4,5,4,4,1,0.0
dissatisfied,Loyal Customer,70,Personal Travel,Eco,1899,1,2,1,3,1,1,1,3,1,3,4,1,4,1,161,195.0
satisfied,Loyal Customer,46,Personal Travel,Eco,91,4,5,4,1,1,4,1,2,2,4,2,3,2,1,0,0.0
dissatisfied,Loyal Customer,29,Personal Travel,Eco Plus,1434,1,2,1,3,3,1,4,3,3,3,3,3,3,3,19,23.0
satisfied,Loyal Customer,59,Personal Travel,Eco,64,4,5,4,1,3,4,4,3,3,4,4,3,3,5,0,0.0
satisfied,Loyal Customer,65,Personal Travel,Eco Plus,81,4,5,4,1,3,4,3,3,3,3,4,3,5,3,3,27.0
satisfied,Loyal Customer,48,Personal Travel,Eco,201,4,5,4,1,5,4,5,5,3,5,4,5,5,5,0,3.0
dissatisfied,Loyal Customer,47,Personal Travel,Eco,1318,1,2,1,3,2,1,2,2,4,5,3,2,4,2,40,33.0
satisfied,Loyal Customer,67,Personal Travel,Eco,73,4,5,4,1,5,4,1,5,5,2,5,3,5,5,102,91.0
satisfied,Loyal Customer,38,Personal Travel,Eco,1392,4,5,4,1,5,4,5,3,3,4,3,4,3,5,0,0.0
satisfied,Loyal Customer,9,Personal Travel,Eco,1865,4,5,4,1,5,4,5,5,3,5,5,4,4,5,0,0.0
dissatisfied,Loyal Customer,32,Personal Travel,Eco,1280,1,2,1,3,3,1,4,3,4,4,3,1,4,3,0,9.0
satisfied,Loyal Customer,45,Personal Travel,Eco,79,4,5,4,1,4,4,4,4,3,4,4,5,4,4,0,13.0
dissatisfied,Loyal Customer,20,Personal Travel,Eco,934,1,2,1,3,5,1,5,5,4,1,2,4,2,5,0,0.0
dissatisfied,Loyal Customer,64,Personal Travel,Eco,1684,1,2,1,3,2,1,2,2,3,1,3,4,4,2,0,0.0
dissatisfied,Loyal Customer,14,Personal Travel,Eco,1257,1,2,1,3,3,1,3,3,3,2,3,2,3,3,0,0.0
dissatisfied,Loyal Customer,40,Personal Travel,Eco Plus,1892,1,2,1,3,1,2,3,1,1,2,3,3,3,3,127,148.0
satisfied,Loyal Customer,20,Personal Travel,Eco,1873,4,5,4,1,2,4,2,2,3,3,4,3,5,2,0,0.0
dissatisfied,Loyal Customer,68,Personal Travel,Eco Plus,1791,1,2,1,3,3,1,3,3,4,5,3,4,4,3,0,0.0
satisfied,Loyal Customer,26,Personal Travel,Business,1229,4,5,4,1,3,4,5,3,4,5,5,3,5,3,0,0.0
dissatisfied,Loyal Customer,34,Personal Travel,Eco,1162,1,2,1,3,2,1,3,2,3,1,3,2,2,2,0,3.0
dissatisfied,Loyal Customer,40,Personal Travel,Eco,1914,1,2,1,3,4,1,4,4,4,4,3,1,3,4,0,0.0
dissatisfied,Loyal Customer,24,Personal Travel,Eco,4196,1,2,1,4,3,1,3,3,3,1,4,1,4,3,92,
satisfied,Loyal Customer,61,Personal Travel,Eco,2637,4,5,4,1,4,4,4,4,3,2,4,5,4,4,0,9.0
satisfied,Loyal Customer,19,Personal Travel,Eco,3540,4,5,4,1,5,3,5,5,5,4,5,4,5,2,0,5.0
satisfied,Loyal Customer,30,Personal Travel,Eco,3560,4,5,4,1,3,4,3,3,1,3,2,5,1,3,0,16.0
satisfied,Loyal Customer,31,Personal Travel,Eco,4006,4,5,4,1,2,4,2,2,1,3,1,1,3,2,6,90.0
dissatisfied,Loyal Customer,15,Personal Travel,Eco,4350,1,2,1,4,3,1,2,3,2,1,3,1,4,3,0,0.0
dissatisfied,Loyal Customer,9,Personal Travel,Eco Plus,3583,1,2,1,4,1,2,2,3,4,3,3,2,4,2,36,6.0
dissatisfied,Loyal Customer,50,Personal Travel,Eco,3363,1,2,1,4,1,4,4,2,2,3,3,4,2,4,0,0.0
dissatisfied,Loyal Customer,55,Personal Travel,Eco,3761,1,2,1,4,1,2,2,3,2,3,4,2,3,2,0,3.0
dissatisfied,Loyal Customer,54,Personal Travel,Eco,3973,1,2,1,4,4,1,4,4,4,5,4,1,3,4,42,25.0
satisfied,Loyal Customer,53,Personal Travel,Eco Plus,2306,4,5,4,1,3,5,5,5,5,4,5,3,5,3,3,0.0
satisfied,Loyal Customer,19,Personal Travel,Eco,2914,4,5,4,1,1,4,1,1,4,5,4,4,4,1,7,14.0
satisfied,Loyal Customer,29,Personal Travel,Eco,3262,4,5,4,1,4,4,4,1,1,4,1,4,1,5,2,0.0
dissatisfied,Loyal Customer,43,Personal Travel,Eco,3588,1,2,1,4,1,1,1,1,3,4,3,1,3,1,0,0.0
dissatisfied,Loyal Customer,56,Personal Travel,Eco,3679,1,2,1,4,4,1,4,4,1,3,4,1,4,4,4,0.0
satisfied,Loyal Customer,56,Personal Travel,Eco,2064,4,5,4,2,4,1,1,4,2,3,4,1,5,1,7,3.0
satisfied,Loyal Customer,12,Personal Travel,Eco,2929,4,5,4,2,2,1,5,2,2,4,2,4,2,2,4,0.0
dissatisfied,Loyal Customer,29,Personal Travel,Eco,3564,1,2,1,4,5,1,5,5,3,4,3,4,4,5,0,0.0
dissatisfied,Loyal Customer,36,Personal Travel,Eco,3714,1,2,1,4,3,1,3,3,1,2,2,2,4,3,3,0.0
satisfied,Loyal Customer,41,Personal Travel,Eco Plus,1800,4,5,4,2,4,4,1,4,5,2,5,4,5,4,0,11.0
satisfied,Loyal Customer,37,Personal Travel,Eco,3054,4,5,4,2,2,4,2,2,3,2,4,3,5,2,0,0.0
dissatisfied,Loyal Customer,54,Personal Travel,Eco,2880,1,2,1,4,5,1,5,5,2,3,4,3,4,5,2,0.0
dissatisfied,Loyal Customer,42,Personal Travel,Eco,2637,1,2,1,4,3,1,3,3,4,2,4,2,4,3,0,0.0
satisfied,Loyal Customer,47,Personal Travel,Eco,1776,4,5,4,2,1,4,1,1,5,2,4,5,4,1,8,6.0
satisfied,Loyal Customer,51,Personal Travel,Eco,1631,4,5,4,2,4,4,5,2,2,4,2,4,2,4,0,0.0
satisfied,Loyal Customer,48,Personal Travel,Eco,1585,4,5,4,2,4,4,5,1,1,4,1,3,1,5,0,0.0
satisfied,Loyal Customer,46,Personal Travel,Eco,1523,4,5,4,2,5,4,5,5,4,3,5,3,4,5,70,63.0
dissatisfied,Loyal Customer,17,Personal Travel,Eco,2598,1,2,1,4,4,1,4,4,4,2,3,3,4,4,39,18.0
dissatisfied,Loyal Customer,54,Personal Travel,Eco,3288,1,2,1,4,1,4,4,4,5,3,3,4,1,4,162,156.0
dissatisfied,Loyal Customer,11,Personal Travel,Eco,2316,1,2,1,4,4,1,4,4,3,1,4,3,3,4,0,0.0
dissatisfied,Loyal Customer,40,Personal Travel,Eco,2259,1,2,1,4,3,1,3,3,2,2,4,3,4,3,0,0.0
dissatisfied,Loyal Customer,19,Personal Travel,Eco,2715,1,2,1,4,2,1,2,2,1,1,3,1,4,2,0,0.0
dissatisfied,Loyal Customer,11,Personal Travel,Eco,3085,1,2,1,4,3,1,3,3,4,2,3,2,4,3,0,0.0
dissatisfied,Loyal Customer,68,Personal Travel,Eco Plus,2918,1,2,1,4,1,1,3,1,3,3,4,4,3,1,0,0.0
dissatisfied,Loyal Customer,21,Personal Travel,Eco,2398,1,2,1,4,4,1,4,4,3,5,3,1,4,4,7,0.0
dissatisfied,Loyal Customer,66,Personal Travel,Eco,2327,1,2,1,4,2,1,2,2,2,4,3,3,4,2,0,0.0
dissatisfied,Loyal Customer,27,Personal Travel,Eco,2258,1,2,1,4,1,1,1,1,2,2,4,3,3,1,0,0.0
dissatisfied,Loyal Customer,20,Personal Travel,Eco,3081,1,2,1,4,1,1,1,1,4,1,3,1,4,1,0,0.0
satisfied,Loyal Customer,41,Personal Travel,Eco,2211,4,5,4,2,4,4,4,4,3,3,5,4,5,4,5,23.0
satisfied,Loyal Customer,35,Personal Travel,Eco,2459,4,5,4,2,3,4,3,3,3,2,4,5,5,3,0,0.0
dissatisfied,Loyal Customer,55,Personal Travel,Eco,2770,1,2,1,4,3,1,3,3,3,1,2,4,4,3,0,3.0
dissatisfied,Loyal Customer,30,Personal Travel,Business,2034,1,2,1,4,5,1,5,5,3,2,2,1,3,5,99,89.0
satisfied,Loyal Customer,16,Personal Travel,Eco,2687,4,5,4,2,2,4,2,2,5,2,4,4,4,2,7,0.0
dissatisfied,Loyal Customer,51,Personal Travel,Eco,2548,1,2,1,4,4,1,4,4,1,5,4,2,4,4,8,3.0
satisfied,Loyal Customer,14,Personal Travel,Eco,1877,4,5,4,2,3,4,3,3,5,2,4,3,5,3,47,62.0
satisfied,Loyal Customer,45,Personal Travel,Eco,1117,4,5,4,2,3,4,3,3,5,3,4,4,4,3,0,1.0
dissatisfied,Loyal Customer,54,Personal Travel,Eco,2048,1,2,1,4,1,1,1,1,1,2,3,4,4,1,0,0.0
dissatisfied,Loyal Customer,32,Personal Travel,Eco,2567,1,2,1,4,3,1,3,3,3,2,4,2,4,3,0,0.0
dissatisfied,Loyal Customer,45,Personal Travel,Eco,2269,1,2,1,4,3,1,3,3,1,2,3,1,4,3,18,15.0
dissatisfied,Loyal Customer,42,Personal Travel,Eco,2547,1,2,1,4,5,1,5,5,4,2,3,1,3,5,0,0.0
satisfied,Loyal Customer,28,Personal Travel,Eco,2861,4,5,4,2,3,5,5,3,3,4,3,4,3,5,39,64.0
dissatisfied,Loyal Customer,22,Personal Travel,Eco,2073,1,2,1,4,2,1,2,2,1,4,3,1,4,2,0,0.0
dissatisfied,Loyal Customer,18,Personal Travel,Eco,2197,1,2,1,4,5,1,5,5,5,4,5,4,5,5,0,0.0
dissatisfied,Loyal Customer,10,Personal Travel,Eco,2028,1,2,1,4,1,1,1,1,2,3,4,2,4,1,0,0.0
dissatisfied,Loyal Customer,51,Personal Travel,Eco,2729,1,2,1,4,1,2,2,2,2,3,3,2,3,2,180,233.0
satisfied,Loyal Customer,61,Personal Travel,Eco,1040,4,5,4,2,5,5,4,4,4,4,4,5,4,3,4,0.0
satisfied,Loyal Customer,12,Personal Travel,Eco,2446,4,5,4,2,4,5,5,5,5,4,2,4,5,4,11,0.0
dissatisfied,Loyal Customer,16,Personal Travel,Eco,1863,1,2,1,4,1,1,1,1,2,2,4,3,4,1,0,0.0
dissatisfied,Loyal Customer,20,Personal Travel,Eco,2107,1,2,1,4,4,1,4,4,2,3,4,1,3,4,0,0.0
dissatisfied,Loyal Customer,8,Personal Travel,Eco,2729,1,2,1,4,2,1,2,2,3,4,3,3,3,2,21,27.0
satisfied,Loyal Customer,57,Personal Travel,Eco,974,4,5,4,2,2,4,5,2,5,5,2,2,3,2,0,0.0
dissatisfied,Loyal Customer,44,Personal Travel,Eco Plus,2601,1,2,1,4,3,1,4,3,1,5,3,1,3,3,0,0.0
dissatisfied,Loyal Customer,44,Personal Travel,Eco,2310,1,2,1,4,5,1,5,5,3,3,3,1,4,5,0,12.0
dissatisfied,Loyal Customer,19,Personal Travel,Eco,2169,1,2,1,4,5,1,5,5,1,4,4,1,4,5,0,0.0
satisfied,Loyal Customer,53,Personal Travel,Eco,978,4,5,4,2,4,2,4,3,3,4,3,1,3,1,0,0.0
dissatisfied,Loyal Customer,64,Personal Travel,Eco,2847,1,2,1,4,1,2,2,2,5,3,4,2,4,2,111,133.0
dissatisfied,Loyal Customer,69,Personal Travel,Eco Plus,2082,1,2,1,4,2,1,2,2,2,3,3,3,4,2,9,11.0
satisfied,Loyal Customer,31,Personal Travel,Eco,1608,4,5,4,2,4,4,4,4,4,4,5,5,4,4,0,11.0
satisfied,Loyal Customer,20,Personal Travel,Eco,2486,4,5,4,2,2,4,5,5,5,4,5,4,5,5,0,0.0
satisfied,Loyal Customer,24,Personal Travel,Eco,1976,4,5,4,2,4,4,5,5,5,4,5,3,5,5,0,6.0
